,,,Non-indexed,,,Indexed,,
small_datasets/diagonal_011.csv,small_datasets/uniform_020.csv,7801,2021949,0.603787754,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_021.csv,8260,2241218,0.631090392,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_022.csv,4055,1224764,0.566744956,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_023.csv,3775,1001864,0.462256047,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_024.csv,4774,1544667,0.493565247,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_025.csv,9749,2464223,0.604335139,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_026.csv,5902,1941359,0.585390425,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_027.csv,5122,1691983,0.54582139,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_028.csv,3918,1131384,0.580437629,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_029.csv,3933,1210213,0.513820709,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_030.csv,6586,2152565,0.564996911,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_031.csv,7890,2007798,0.570352403,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_032.csv,7033,1864488,0.709780972,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_033.csv,4978,1493952,0.532493506,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_034.csv,6137,1993611,0.537083465,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_035.csv,3235,933261,0.540572818,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_036.csv,5197,1435440,0.50213445,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_037.csv,4011,1146461,0.513810184,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_038.csv,6214,1491504,0.56164159,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_039.csv,9273,2302183,0.659996654,,,,
small_datasets/diagonal_011.csv,small_datasets/uniform_040.csv,6801,1898700,0.509577593,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_013.csv,108902,1436554,0.583545182,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_014.csv,88274,1496991,0.581420505,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_015.csv,61768,1647865,0.556744484,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_016.csv,71657,1025001,0.517379823,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_012.csv,150469,2596945,0.697863714,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_018.csv,35314,934911,0.470788343,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_019.csv,106944,1575779,0.627614933,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_020.csv,66428,1795210,0.553963773,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_012.csv,152314,2128652,0.740504825,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_022.csv,62468,1451520,0.572432976,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_023.csv,121294,1996711,0.645379122,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_024.csv,53712,1642575,0.65046639,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_025.csv,87643,1357793,0.518477527,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_026.csv,62665,1059626,0.517570506,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_027.csv,97778,1961431,0.659991832,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_028.csv,82627,1928689,0.619600237,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_012.csv,137432,1973550,0.654047899,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_030.csv,103425,1624055,0.638053564,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_031.csv,43674,885719,0.586909716,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_032.csv,74051,2157544,0.613591501,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_012.csv,88128,1966682,0.68834688,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_034.csv,100299,1427624,0.617952361,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_035.csv,118885,1796694,0.706876788,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_012.csv,125496,2712868,0.733112185,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_037.csv,24338,772182,0.497607055,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_012.csv,164632,2137703,0.72010461,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_039.csv,77015,1922803,0.522083648,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_040.csv,96045,1844896,0.620139365,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_012.csv,15527,2014880,0.584385498,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_002.csv,14724,1781508,0.612688906,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_012.csv,15273,2237706,0.677960431,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_004.csv,9638,1475076,0.505129675,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_005.csv,12054,1328958,0.543012677,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_012.csv,17300,1922028,0.623003708,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_007.csv,10516,1444820,0.569629721,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_012.csv,21900,2465508,0.624894776,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_012.csv,16948,1932873,0.569633022,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_012.csv,17484,2633130,0.608482769,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_011.csv,12737,1756074,0.539655768,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_012.csv,18056,2209840,0.591908381,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_013.csv,8830,1270603,0.528964463,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_014.csv,12496,1376982,0.562045391,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_015.csv,20211,2353492,0.597848419,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_016.csv,9156,1187258,0.499268723,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_017.csv,6668,846198,23.728725169,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_018.csv,13552,1693514,0.510950542,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_019.csv,12431,1476968,0.479256174,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_020.csv,9340,1363402,0.458896914,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_021.csv,13397,1892390,0.623764228,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_022.csv,13068,1607399,0.570322323,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_023.csv,15358,1864939,0.560247228,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_024.csv,8174,1179495,0.475558378,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_025.csv,17540,1999145,0.559076781,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_026.csv,9292,1315124,0.499250767,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_027.csv,11498,1731473,0.639526147,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_012.csv,20636,2644469,0.636830906,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_029.csv,7225,872480,0.48152532,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_030.csv,11857,1322814,0.485072027,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_031.csv,12911,1417494,0.526330812,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_032.csv,16409,2107055,0.524915607,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_033.csv,7223,1122459,0.509351524,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_034.csv,8552,1014009,0.472649936,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_035.csv,5420,823141,0.47850504,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_036.csv,8520,1251509,0.501889584,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_037.csv,9853,1117595,0.513053585,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_012.csv,18599,2554333,0.596749585,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_039.csv,7988,906128,0.432643601,,,,
small_datasets/diagonal_012.csv,small_datasets/gaussian_040.csv,16290,1811749,0.583395762,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_001.csv,5326,1928978,0.547907374,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_002.csv,3060,960671,0.449482482,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_012.csv,6782,1973737,0.540402677,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_004.csv,5835,2163059,0.514960596,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_005.csv,3256,1352896,0.511098629,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_006.csv,3606,1107640,0.454073802,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_007.csv,2368,1058171,0.51143817,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_008.csv,5192,1946128,0.646315825,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_009.csv,4763,1955764,0.533272953,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_010.csv,2537,951017,0.508193961,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_011.csv,5799,2009837,0.54394676,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_012.csv,2467,803305,0.523098703,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_013.csv,2944,1158866,0.55045168,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_014.csv,4248,1739557,0.494961336,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_015.csv,3348,998873,0.489453016,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_016.csv,3023,1209486,0.496196581,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_017.csv,4039,1443681,0.507173568,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_012.csv,7027,2597161,0.651968854,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_019.csv,2906,1132362,0.474051768,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_020.csv,5835,1763356,0.536534959,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_021.csv,6029,1982544,0.499835865,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_022.csv,2783,1069856,0.481019713,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_023.csv,2825,878342,0.506108297,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_024.csv,3453,1367803,0.514489854,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_025.csv,7362,2176249,0.580724822,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_026.csv,4227,1715299,0.63185496,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_027.csv,3679,1494369,0.540592396,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_028.csv,2917,986115,0.494916131,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_029.csv,2896,1069432,0.506642586,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_030.csv,4729,1891777,0.576185512,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_031.csv,5758,1754775,0.561053961,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_032.csv,5238,1642273,0.555719867,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_033.csv,3554,1308692,0.526822174,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_034.csv,4480,1762290,0.510283658,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_035.csv,2353,811633,0.529543417,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_036.csv,3735,1268181,0.477381359,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_037.csv,2884,1004102,0.482690209,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_038.csv,4796,1316165,0.512573897,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_039.csv,7094,2033989,0.544792882,,,,
small_datasets/diagonal_012.csv,small_datasets/uniform_040.csv,5080,1682092,0.54946139,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_013.csv,89513,1041567,0.469303807,,,,
small_datasets/diagonal_015.csv,small_datasets/diagonal_013.csv,61526,1144161,0.481960796,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_016.csv,72864,710132,0.463045856,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_013.csv,150288,1807588,0.669763735,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_018.csv,35565,649840,0.406277553,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_013.csv,106699,1094224,0.567857141,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_013.csv,64500,1245474,0.546905376,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_013.csv,154764,1480884,0.607092959,,,,
small_datasets/diagonal_022.csv,small_datasets/diagonal_013.csv,61352,1008044,0.478638328,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_013.csv,123708,1388675,0.611300584,,,,
small_datasets/diagonal_024.csv,small_datasets/diagonal_013.csv,52776,1137656,0.510926033,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_025.csv,88837,943149,0.480204052,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_026.csv,64860,736433,0.396656767,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_013.csv,98714,1362247,0.584988091,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_013.csv,86507,1342213,0.560533846,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_013.csv,137205,1370133,0.726050633,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_013.csv,105148,1129574,0.571018717,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_031.csv,43586,616992,0.374417326,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_013.csv,74737,1503590,0.555229168,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_013.csv,89040,1365275,0.58989989,,,,
small_datasets/diagonal_034.csv,small_datasets/diagonal_013.csv,101423,992426,0.469242553,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_013.csv,118042,1248440,0.548590126,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_013.csv,126096,1885586,0.72031427,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_037.csv,24327,535693,0.401871974,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_013.csv,168635,1485727,0.583556972,,,,
small_datasets/diagonal_039.csv,small_datasets/diagonal_013.csv,75474,1337825,0.523127869,,,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_013.csv,94491,1283409,0.45633908,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_013.csv,13228,1381217,0.551139512,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_013.csv,12519,1222063,0.478665925,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_013.csv,13042,1534382,0.626078287,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_004.csv,8305,1012563,0.449234783,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_005.csv,9973,910446,0.448978516,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_013.csv,14605,1316857,0.548041059,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_013.csv,8789,990791,0.514571411,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_013.csv,17992,1694038,0.634092935,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_013.csv,13872,1323746,0.518968985,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_013.csv,15110,1805843,0.546740764,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_013.csv,10841,1199332,0.467577826,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_013.csv,15145,1516793,0.569472457,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_013.csv,7406,873458,0.419401041,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_014.csv,10301,946485,0.472929911,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_013.csv,16924,1615473,0.528496999,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_016.csv,7693,814127,0.452263277,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_017.csv,5501,580050,0.403221275,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_013.csv,11406,1160860,0.462945901,,,,
small_datasets/gaussian_019.csv,small_datasets/diagonal_013.csv,10553,1014094,0.440679922,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_020.csv,8007,934216,0.373826864,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_013.csv,11602,1299253,0.532388161,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_013.csv,10899,1100460,0.47066892,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_013.csv,12802,1281640,0.478395778,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_024.csv,7106,808154,0.445330411,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_013.csv,14251,1369256,0.461759465,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_026.csv,8011,902424,0.43547538,,,,
small_datasets/gaussian_027.csv,small_datasets/diagonal_013.csv,9922,1184888,0.507117395,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_013.csv,17015,1816834,0.557965943,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_029.csv,6039,598229,0.39286972,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_030.csv,9806,908701,0.39863211,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_031.csv,10571,972040,0.444856995,,,,
small_datasets/gaussian_032.csv,small_datasets/diagonal_013.csv,13902,1444545,0.500547579,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_033.csv,6068,770583,0.417709602,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_034.csv,7143,695818,0.416966841,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_035.csv,4759,564603,0.347047753,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_036.csv,7237,857775,0.397590688,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_037.csv,8172,767030,0.439038137,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_013.csv,15495,1752686,0.524522921,,,,
small_datasets/diagonal_013.csv,small_datasets/gaussian_039.csv,6600,622458,0.397816364,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_013.csv,13570,1241801,0.530609151,,,,
small_datasets/uniform_001.csv,small_datasets/diagonal_013.csv,4307,1344539,0.470281722,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_002.csv,2379,667220,0.414011535,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_013.csv,5376,1373093,0.612334729,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_013.csv,5046,1507669,0.53158965,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_005.csv,2746,943015,0.428488335,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_006.csv,2946,771429,0.393101326,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_007.csv,2078,736958,0.411207977,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_013.csv,4418,1356999,0.519365506,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_013.csv,4110,1362670,0.516852026,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_010.csv,2172,660920,0.381100248,,,,
small_datasets/uniform_011.csv,small_datasets/diagonal_013.csv,4803,1400752,0.470309413,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_012.csv,2049,558475,0.406028805,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_013.csv,2582,807035,0.439114061,,,,
small_datasets/uniform_014.csv,small_datasets/diagonal_013.csv,3674,1211951,0.497686157,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_015.csv,2676,695144,0.368426475,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_016.csv,2709,842430,0.446569836,,,,
small_datasets/uniform_017.csv,small_datasets/diagonal_013.csv,3397,1004472,0.461671451,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_013.csv,5962,1809885,0.581803488,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_019.csv,2465,787740,0.422316252,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_013.csv,4852,1224266,0.547345866,,,,
small_datasets/uniform_021.csv,small_datasets/diagonal_013.csv,5088,1382702,0.546226077,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_022.csv,2354,746031,0.395743417,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_023.csv,2353,612382,0.374298483,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_024.csv,2830,950205,0.509169413,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_013.csv,6000,1517231,0.518574061,,,,
small_datasets/uniform_026.csv,small_datasets/diagonal_013.csv,3653,1195214,0.468542977,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_027.csv,3004,1042095,0.48555084,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_028.csv,2335,686559,0.459034979,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_029.csv,2377,745006,0.381440203,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_013.csv,4001,1317293,0.554740519,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_013.csv,4852,1221944,0.506977212,,,,
small_datasets/uniform_032.csv,small_datasets/diagonal_013.csv,4157,1143088,0.494633986,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_033.csv,3015,912566,0.430657817,,,,
small_datasets/uniform_034.csv,small_datasets/diagonal_013.csv,3642,1227022,0.484284021,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_035.csv,1897,564024,0.385508542,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_036.csv,3068,883698,0.401247065,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_037.csv,2350,698656,0.382179474,,,,
small_datasets/diagonal_013.csv,small_datasets/uniform_038.csv,3968,917914,0.422880207,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_013.csv,5740,1417803,0.518881341,,,,
small_datasets/uniform_040.csv,small_datasets/diagonal_013.csv,4246,1172080,0.462005827,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_015.csv,50614,1194864,0.44063355,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_016.csv,58800,742905,0.477851653,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_014.csv,122484,1884213,0.594044419,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_018.csv,28946,676564,0.386816533,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_014.csv,87532,1141747,0.511414516,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_014.csv,53400,1300735,0.638928824,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_014.csv,125344,1545759,0.657844078,,,,
small_datasets/diagonal_022.csv,small_datasets/diagonal_014.csv,50419,1052059,0.468305227,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_014.csv,99246,1448214,0.563244171,,,,
small_datasets/diagonal_024.csv,small_datasets/diagonal_014.csv,43620,1188099,0.469070242,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_025.csv,71650,984538,0.509206784,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_026.csv,51772,769885,0.472085877,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_014.csv,79798,1419402,0.569698062,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_014.csv,68850,1399814,0.529001398,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_014.csv,112170,1432102,0.641845347,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_014.csv,84330,1175182,0.503355216,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_031.csv,35881,642720,0.430876092,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_014.csv,61428,1566673,0.575008797,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_014.csv,72135,1424156,0.594212312,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_034.csv,81959,1036348,0.430780633,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_014.csv,96794,1304707,0.611932498,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_014.csv,102519,1966418,0.652568335,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_037.csv,19954,560893,0.444655644,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_014.csv,136388,1550653,0.703490145,,,,
small_datasets/diagonal_039.csv,small_datasets/diagonal_014.csv,61967,1392743,0.48568827,,,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_014.csv,77665,1336171,1.096756801,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_014.csv,11963,1451631,0.621302499,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_014.csv,11188,1276688,0.531311043,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_014.csv,11840,1609309,0.568171797,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_004.csv,7406,1059769,0.439938536,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_005.csv,9263,953571,0.466764278,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_014.csv,13164,1379762,0.592664586,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_014.csv,8175,1038779,0.474634403,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_014.csv,16739,1770627,0.610631336,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_014.csv,12927,1387901,0.599616574,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_014.csv,13695,1892248,0.641448685,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_014.csv,9786,1260293,0.44767043,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_014.csv,13827,1589165,0.505344949,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_013.csv,6893,914238,0.455858322,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_014.csv,9463,991513,0.473318466,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_014.csv,15417,1693191,0.532910067,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_016.csv,7038,852776,0.401672766,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_017.csv,5150,608665,0.427073652,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_014.csv,10463,1215966,0.503295124,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_019.csv,9456,1062269,0.463484132,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_020.csv,7172,979352,0.445055423,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_014.csv,10609,1362560,0.525469404,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_014.csv,9996,1154460,0.472331876,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_014.csv,11563,1340537,0.493637565,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_024.csv,6296,849150,0.459759329,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_014.csv,13501,1436831,0.497737898,,,,
small_datasets/diagonal_014.csv,small_datasets/gaussian_026.csv,6975,946261,0.394187129,,,,
